j,t,M 0-3,M 4-8,M 9-13,M 14-18,M 19-30,M 31-50,M 51+,F 0-3,F 4-8,F 9-13,F 14-18,F 19-30,F 31-50,F 51+
1050200712073,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1050200712082,2011,0,0,1,2,0,1,0,0,1,1,0,0,1,0
1050200712091,2011,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1050200712100,2011,0,0,1,1,2,0,1,0,0,0,2,0,0,0
1050200712110,2011,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1050200712138,2011,0,2,0,0,0,0,0,0,0,0,0,1,0,0
1050201503002,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1050201503015,2011,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1050201503021,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1050201503026,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1050201503040,2011,0,0,1,1,2,0,1,0,0,0,1,0,1,0
1050201503058,2011,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1050201503076,2011,0,1,0,0,1,1,0,0,0,2,1,0,1,0
1050201503094,2011,0,1,2,2,0,1,0,0,0,0,0,0,1,0
1050201503112,2011,0,0,0,0,0,1,0,0,2,0,0,1,0,0
1050201503130,2011,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1050201503148,2011,0,1,0,0,0,1,0,0,0,1,0,1,0,0
1050201503167,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1050301501011,2011,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1050301501062,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1050301501114,2011,0,0,1,1,0,1,0,0,0,1,1,1,0,0
1050301501162,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050301501183,2011,0,1,0,0,2,0,1,0,0,1,0,0,1,0
1050301501236,2011,0,0,1,0,0,0,1,0,0,1,1,0,0,1
1050301501306,2011,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1050301501372,2011,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1050301501408,2011,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1050301501446,2011,0,1,2,1,0,1,0,0,0,1,0,0,1,0
1050301501503,2011,0,1,1,0,0,1,0,0,0,1,0,1,0,0
1050301501572,2011,0,1,0,1,0,1,0,0,1,0,0,1,0,0
1050302304003,2011,0,0,0,2,2,0,1,0,0,0,1,0,1,0
1050302304015,2011,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1050302304021,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1050302304039,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1050302304053,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1050302304057,2011,0,0,0,0,2,0,0,0,0,0,1,1,0,1
1050302304075,2011,0,0,2,1,0,0,1,0,1,0,0,0,1,0
1050302304094,2011,0,2,0,0,0,0,0,0,0,0,0,1,0,0
1050302304112,2011,0,0,0,0,0,1,0,0,1,1,0,1,0,0
1050302304130,2011,0,0,1,0,0,1,0,0,2,1,0,1,0,0
1050302304148,2011,0,1,0,1,0,1,0,0,1,2,0,1,0,0
1050302304166,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2010200102008,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010200102019,2011,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2010200102030,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010200102041,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010200102052,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010200102063,2011,0,0,1,0,0,1,0,0,0,0,2,3,1,0
2010200102085,2011,0,0,1,1,1,1,0,0,0,0,0,0,1,0
2010200102096,2011,0,1,0,0,0,2,0,0,1,0,0,2,0,0
2010200102107,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2010200102118,2011,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2010200102129,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2010200102141,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010300102004,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2010300102014,2011,0,0,0,0,0,1,0,0,2,0,0,0,1,0
2010300102019,2011,0,0,0,1,2,0,0,0,0,0,0,1,1,0
2010300102034,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010300102049,2011,0,2,0,0,0,1,0,0,0,0,0,1,0,0
2010300102064,2011,0,0,2,2,1,0,1,0,0,1,0,0,1,0
2010300102079,2011,0,0,0,1,0,1,0,0,0,1,1,1,1,0
2010300102094,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2010300102109,2011,0,0,0,1,0,0,1,0,0,0,1,0,1,0
2010300102117,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2010300102125,2011,0,0,1,1,1,1,0,0,0,0,0,0,1,0
2010300102140,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2010300601003,2011,0,2,1,2,0,1,0,0,0,0,0,0,1,0
2010300601022,2011,0,0,1,0,0,1,0,0,1,2,0,0,1,0
2010300601040,2011,0,0,2,0,0,0,1,0,2,0,1,0,1,1
2010300601052,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010300601061,2011,0,0,1,0,0,1,0,0,1,1,1,0,1,0
2010300601079,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010300601097,2011,0,1,1,0,0,1,0,0,1,0,0,1,0,0
2010300601115,2011,0,1,1,0,0,1,0,0,1,0,0,0,1,0
2010300601133,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2010300601151,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2010300601152,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2010300601171,2011,0,0,0,0,2,0,0,0,0,0,0,1,1,0
2010300802007,2011,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2010300802042,2011,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2010300802066,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2010300802069,2011,0,0,0,0,0,0,1,0,1,1,0,0,1,0
2010300802078,2011,0,0,0,0,1,1,0,0,1,0,0,1,0,0
2010300802113,2011,0,1,0,0,0,2,0,0,1,1,0,0,1,0
2010300802147,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010300802181,2011,0,0,1,0,0,1,0,0,1,0,0,0,1,0
2010300802217,2011,0,1,1,0,0,1,0,0,1,0,1,1,0,0
2010300802250,2011,0,0,1,1,0,1,0,0,0,0,0,0,1,0
2010300802283,2011,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2010300802316,2011,0,0,0,0,0,1,1,0,0,0,0,1,1,1
2010400201006,2011,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2010400201024,2011,0,2,0,0,0,0,0,0,0,2,0,0,1,0
2010400201044,2011,0,2,0,0,0,1,0,0,0,0,0,1,0,0
2010400201062,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2010400201067,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010400201079,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010400201083,2011,0,0,1,0,1,0,1,0,0,1,2,0,1,0
2010400201101,2011,0,1,1,0,0,1,0,0,0,2,2,0,1,0
2010400201119,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2010400201137,2011,0,2,1,0,1,1,0,0,0,0,0,1,0,0
2010400201155,2011,0,0,1,0,0,1,0,0,2,0,0,0,0,0
2010400201173,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2010500404001,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2010500404004,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2010500404007,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2010500404010,2011,0,2,1,1,0,1,0,0,0,0,0,1,0,0
2010500404013,2011,0,2,1,0,0,0,1,0,0,0,0,1,0,0
2010500404016,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2010500404019,2011,0,0,0,0,0,0,1,0,1,1,0,0,1,0
2010500404022,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2010500404024,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010500404025,2011,0,0,2,1,1,0,1,0,0,0,0,0,0,0
2010500404028,2011,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2010500404032,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010501103002,2011,0,0,1,1,0,0,1,0,0,0,2,0,1,0
2010501103008,2011,0,1,0,0,0,1,0,0,1,1,0,1,0,0
2010501103014,2011,0,0,1,1,1,1,0,0,1,1,0,1,0,0
2010501103026,2011,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2010501103044,2011,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2010501103055,2011,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2010501103064,2011,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2010501103083,2011,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2010501103091,2011,0,0,0,1,1,0,1,0,0,0,0,0,0,0
2010501103111,2011,0,1,0,0,1,1,0,0,1,0,1,1,0,0
2010501103113,2011,0,0,0,0,1,0,0,0,1,0,1,1,0,0
2010501103125,2011,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2010600402004,2011,0,2,1,0,0,0,1,0,0,0,1,0,1,0
2010600402015,2011,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2010600402017,2011,0,2,0,0,0,0,0,0,0,1,0,0,1,0
2010600402029,2011,0,2,2,0,0,0,1,0,1,0,0,0,1,0
2010600402041,2011,0,0,2,0,0,0,0,0,0,1,0,0,1,0
2010600402054,2011,0,0,0,1,0,1,0,0,0,2,0,0,1,0
2010600402066,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2010600402077,2011,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2010600402080,2011,0,1,0,0,0,1,0,0,1,0,0,0,1,0
2010600402092,2011,0,0,2,1,1,1,0,0,1,1,1,1,1,0
2010600402104,2011,0,2,0,0,0,0,0,0,0,0,0,1,0,0
2010600402116,2011,0,1,2,0,1,0,1,0,2,0,1,0,1,0
2030100101004,2011,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2030100101016,2011,0,0,1,0,0,1,0,0,0,1,1,0,1,0
2030100101028,2011,0,0,2,1,0,1,0,0,0,0,0,1,1,0
2030100101040,2011,0,0,1,0,1,1,0,0,0,0,0,1,0,0
2030100101052,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2030100101064,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2030100101076,2011,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2030100101088,2011,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2030100101112,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2030100101124,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2030100101136,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2030100101148,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2030200102002,2011,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2030200102011,2011,0,1,0,0,1,1,0,0,0,1,2,2,1,0
2030200102020,2011,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2030200102029,2011,0,1,2,0,2,1,0,0,0,0,0,0,0,0
2030200102038,2011,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2030200102047,2011,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2030200102053,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2030200102057,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2030200102062,2011,0,2,2,1,0,1,0,0,0,0,0,0,1,0
2030200102071,2011,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2030200102080,2011,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2030200102089,2011,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2030400601002,2011,0,0,1,2,2,1,0,0,0,1,0,1,1,0
2030400601012,2011,0,0,0,1,0,0,1,0,0,2,0,3,1,0
2030400601017,2011,0,0,1,1,0,1,0,0,1,0,0,0,1,0
2030400601032,2011,0,3,0,0,0,1,0,0,0,0,0,1,1,0
2030400601047,2011,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2030400601062,2011,0,0,1,1,0,1,0,0,1,0,0,1,0,0
2030400601077,2011,0,1,1,0,0,1,0,0,1,0,0,0,1,0
2030400601107,2011,0,0,0,0,0,1,0,0,1,0,2,0,1,0
2030400601122,2011,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2030400601137,2011,0,0,0,0,0,1,0,0,0,1,2,0,1,0
2030400601158,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2030400601160,2011,0,0,0,0,3,0,0,0,0,0,0,1,0,0
2030600601006,2011,0,2,1,0,0,0,0,0,0,1,2,0,1,0
2030600601018,2011,0,1,0,0,2,0,1,0,0,0,0,1,1,0
2030600601024,2011,0,0,1,0,1,0,0,0,1,1,0,1,0,0
2030600601032,2011,0,1,1,2,0,1,0,0,0,1,1,0,1,0
2030600601044,2011,0,0,1,2,1,0,1,0,1,0,0,1,1,0
2030600601062,2011,0,2,0,0,0,1,0,0,0,3,0,0,1,1
2030600601080,2011,0,1,0,1,0,1,0,0,0,1,0,0,1,1
2030600601098,2011,0,0,1,0,2,1,1,0,1,1,2,0,1,0
2030600601116,2011,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2030600601134,2011,0,0,0,0,2,1,0,0,2,1,2,0,1,0
2030600601152,2011,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2030600601170,2011,0,0,1,0,0,1,0,0,1,1,0,1,0,0
3010100204002,2011,0,0,1,0,0,1,0,0,1,0,0,1,0,0
3010100204020,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3010100204028,2011,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3010100204040,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3010100204058,2011,0,0,0,0,0,1,0,0,0,1,0,0,1,0
3010100204061,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3010100204077,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3010100204096,2011,0,0,0,0,0,1,0,0,2,1,1,0,1,0
3010100204114,2011,0,0,0,0,0,1,0,0,1,0,1,2,1,0
3010100204132,2011,0,0,2,0,0,1,0,0,1,0,0,1,1,0
3010100204150,2011,0,0,1,0,1,1,0,0,0,1,0,0,0,0
3010100204168,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3010400901006,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3010400901014,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3010400901030,2011,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3010400901054,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3010400901078,2011,0,1,1,1,0,0,1,0,0,1,0,0,1,0
3010400901102,2011,0,0,1,0,1,0,0,0,0,0,0,1,0,0
3010400901126,2011,0,1,1,0,0,1,0,0,0,0,1,1,0,0
3010400901150,2011,0,0,1,0,0,0,0,0,1,1,0,0,1,0
3010400901174,2011,0,0,0,0,2,0,0,0,0,0,1,0,0,0
3010400901176,2011,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3010400901199,2011,0,2,0,0,0,1,0,0,0,1,0,1,0,0
3010400901223,2011,0,1,1,1,1,0,1,0,0,0,1,0,1,0
3010800701005,2011,0,2,0,0,2,0,1,0,0,0,0,0,1,0
3010800701020,2011,0,2,0,0,0,1,0,0,0,1,0,0,1,0
3010800701035,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3010800701050,2011,0,1,0,1,0,1,0,0,0,1,1,0,1,0
3010800701065,2011,0,1,1,0,0,0,1,0,0,2,0,0,0,1
3010800701080,2011,0,0,1,3,1,0,0,0,0,0,0,0,1,0
3010800701095,2011,0,1,0,1,0,1,0,0,0,0,1,0,1,0
3010800701110,2011,0,0,1,0,1,0,1,0,0,0,1,0,0,1
3010800701125,2011,0,0,3,1,1,0,1,0,1,1,0,0,0,1
3010800701140,2011,0,1,1,0,1,0,1,0,0,0,0,0,0,1
3010800701157,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3010800701159,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3011001806002,2011,0,0,1,1,0,0,0,0,1,1,0,0,1,0
3011001806021,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3011001806040,2011,0,1,1,0,0,1,0,0,0,1,0,0,1,0
3011001806059,2011,0,1,0,0,0,1,0,0,1,2,0,0,1,0
3011001806069,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3011001806079,2011,0,1,0,0,0,1,0,0,0,0,1,1,0,0
3011001806098,2011,0,0,0,0,0,1,0,0,2,0,0,1,0,0
3011001806117,2011,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3011001806136,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3011001806153,2011,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3011001806157,2011,0,0,0,0,0,1,0,0,1,1,0,0,1,0
3011001806177,2011,0,0,0,0,0,0,1,0,1,1,2,0,1,0
3011100102005,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3011100102024,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3011100102043,2011,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3011100102062,2011,0,0,0,0,0,1,0,0,1,2,2,0,1,0
3011100102081,2011,0,0,1,0,0,1,0,0,1,1,0,1,0,0
3011100102100,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3011100102119,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3011100102138,2011,0,0,0,2,1,1,0,0,1,1,0,0,1,0
3011100102157,2011,0,0,0,0,0,0,0,0,2,0,2,1,1,0
3011100102176,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3011100102195,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3011100102214,2011,0,0,1,1,0,0,0,0,0,0,0,0,1,0
3011200203003,2011,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3011200203011,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3011200203015,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3011200203023,2011,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3011200203027,2011,0,1,0,0,1,0,0,0,1,1,0,1,0,0
3011200203039,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3011200203051,2011,0,0,0,2,1,1,0,0,2,1,0,0,1,0
3011200203063,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3011200203075,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3011200203087,2011,0,1,1,0,1,0,0,0,1,0,0,1,0,0
3011200203099,2011,0,0,0,0,1,0,0,0,2,0,0,1,0,0
3011200203111,2011,0,1,1,0,0,1,0,0,0,1,0,2,1,0
3011400816008,2011,0,0,1,1,1,0,1,0,0,1,0,1,0,1
3011400816023,2011,0,1,1,0,1,1,0,0,1,0,0,1,0,0
3011400816041,2011,0,2,0,0,0,1,0,0,0,0,0,1,0,0
3011400816077,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3011400816091,2011,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3011400816096,2011,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3011400816114,2011,0,0,0,1,0,0,0,0,0,0,1,0,1,0
3011400816132,2011,0,0,0,2,2,0,0,0,0,0,0,1,0,0
3011400816138,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3011400816152,2011,0,0,1,2,0,1,0,0,1,0,0,0,1,0
3011400816170,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3011602804005,2011,0,2,1,0,1,0,1,0,0,0,0,0,0,1
3011602804013,2011,0,0,1,0,0,0,0,0,1,0,0,0,1,0
3011602804031,2011,0,1,0,0,0,0,0,0,1,1,0,1,0,0
3011602804055,2011,0,1,0,0,1,0,1,0,1,2,0,0,1,0
3011602804074,2011,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3011602804080,2011,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3011602804105,2011,0,0,0,2,0,1,0,0,1,1,0,0,1,0
3011602804129,2011,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3011602804153,2011,0,0,0,2,1,0,1,0,1,1,0,0,1,0
3011602804178,2011,0,1,0,1,1,0,0,0,0,0,0,1,0,0
3011602804202,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3011602804226,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3012000105017,2011,0,0,0,0,1,0,0,0,1,1,0,1,0,0
3012000105036,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3012000105055,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3012000105074,2011,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3012000105093,2011,0,0,2,0,0,0,0,0,0,1,2,0,0,1
3012000105112,2011,0,0,0,0,1,0,0,0,0,0,2,0,0,0
3012000105131,2011,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3012000105150,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3012000105169,2011,0,0,0,2,1,0,1,0,0,0,1,1,0,1
3012000105188,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3012000105207,2011,0,0,2,0,0,1,0,0,0,0,1,0,1,0
3012000105226,2011,0,1,1,0,0,1,0,0,0,0,0,1,0,0
3020100703001,2011,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3020100703019,2011,0,0,0,1,0,0,1,0,2,1,0,0,1,0
3020100703037,2011,0,2,0,0,0,1,0,0,0,0,0,1,0,0
3020100703055,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3020100703073,2011,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3020100703091,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3020100703092,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3020100703110,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3020100703111,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3020100703129,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3020100703147,2011,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3020100703165,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3020202508005,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3020202508017,2011,0,0,1,1,2,0,1,0,0,0,1,0,1,0
3020202508023,2011,0,0,0,0,0,0,0,0,0,1,0,1,1,0
3020202508035,2011,0,0,1,1,1,0,1,0,0,0,1,0,0,1
3020202508041,2011,0,0,1,1,0,1,0,0,1,0,0,1,0,0
3020202508059,2011,0,0,0,0,1,0,1,0,0,0,0,0,0,1
3020202508077,2011,0,2,0,0,0,1,0,0,0,1,0,1,0,0
3020202508095,2011,0,1,0,1,1,0,1,0,0,0,0,0,1,0
3020202508113,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3020202508131,2011,0,0,1,1,1,0,1,0,1,0,1,1,1,0
3020202508149,2011,0,0,0,0,1,0,1,0,0,0,0,0,1,0
3020202508167,2011,0,1,0,0,0,1,0,0,0,2,2,2,0,0
3020400906003,2011,0,0,0,0,0,1,0,0,1,1,0,1,0,0
3020400906013,2011,0,0,0,0,2,0,1,0,1,1,1,0,0,1
3020400906018,2011,0,0,0,0,0,0,1,0,0,1,1,0,0,1
3020400906033,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3020400906048,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3020400906063,2011,0,0,0,1,0,0,1,0,0,0,1,0,1,0
3020400906078,2011,0,0,0,2,0,1,0,0,1,1,0,0,1,0
3020400906093,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3020400906108,2011,0,0,1,0,0,0,1,0,1,0,0,0,0,1
3020400906123,2011,0,1,0,0,2,0,0,0,0,0,1,0,1,0
3020400906138,2011,0,0,1,1,0,0,1,0,1,0,1,0,1,0
3020400906160,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3020501907002,2011,0,0,0,1,1,0,0,0,0,0,0,1,0,0
3020501907018,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3020501907033,2011,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3020501907049,2011,0,0,0,1,0,0,1,0,0,1,0,0,1,0
3020501907064,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3020501907066,2011,0,1,1,0,0,1,0,0,1,1,0,0,1,0
3020501907081,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3020501907096,2011,0,0,0,0,1,1,0,0,0,2,1,0,1,0
3020501907112,2011,0,2,0,1,0,0,1,0,0,0,0,0,1,0
3020501907128,2011,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3020501907143,2011,0,0,0,1,1,0,1,0,1,0,1,1,1,0
3020501907173,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3020703703003,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3020703703008,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3020703703019,2011,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3020703703035,2011,0,0,0,1,0,0,1,0,0,0,0,0,0,1
3020703703048,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3020703703051,2011,0,0,1,0,0,1,0,0,1,1,0,0,1,0
3020703703066,2011,0,1,0,0,0,1,0,0,1,1,1,0,1,0
3020703703081,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3020703703096,2011,0,1,0,1,0,1,0,0,1,1,0,1,0,0
3020703703111,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3020703703126,2011,0,1,1,2,0,1,0,0,0,0,1,0,1,0
3020703703141,2011,0,0,1,0,0,0,1,0,1,0,1,0,1,0
3020900104006,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3020900104020,2011,0,0,0,1,1,0,0,0,0,1,0,0,0,1
3020900104034,2011,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3020900104048,2011,0,0,1,0,0,1,1,0,1,0,0,1,0,0
3020900104062,2011,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3020900104076,2011,0,0,0,0,0,0,0,0,0,1,1,1,1,0
3020900104090,2011,0,0,1,1,1,0,0,0,0,0,1,0,1,0
3020900104104,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3020900104118,2011,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3020900104132,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3020900104146,2011,0,0,2,0,0,0,1,0,0,0,0,1,1,0
3020900708006,2011,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3020900708018,2011,0,0,1,2,0,0,0,0,1,0,0,0,1,0
3020900708024,2011,0,0,0,0,0,1,0,0,1,1,2,0,1,0
3020900708042,2011,0,0,0,1,1,0,1,0,0,0,1,0,1,0
3020900708060,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3020900708066,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3020900708079,2011,0,0,0,1,1,0,1,0,0,0,0,2,0,1
3020900708097,2011,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3020900708115,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3020900708133,2011,0,1,1,0,0,1,0,0,0,1,0,0,1,0
3020900708151,2011,0,1,1,0,1,0,0,0,0,0,0,1,0,0
3020900708169,2011,0,0,1,0,1,0,0,0,0,0,1,0,0,0
